Symbol,Name
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share
IIAC,Investindustrial Acquisition Corp.
IIAC.U,Investindustrial Acquisition Corp. Unit
IIAC.WS,Investindustrial Acquisition Corp.
IID,Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest
IIF,Morgan Stanley India Investment Fund Inc. Common Stock
IIM,Invesco Value Municipal Income Trust Common Stock
IIPR,Innovative Industrial Properties Inc. Common Stock
IIPR.PRA,Innovative Industrial Properties Inc.
IMAX,Imax Corporation Common Stock
IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares
IMPX.U,AEA-Bridges Impact Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
IMPX.WS,AEA-Bridges Impact Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
INFO,IHS Markit Ltd. Common Shares
INFY,Infosys Limited American Depositary Shares
ING,ING Group N.V. Common Stock
INGR,Ingredion Incorporated Common Stock
INN,Summit Hotel Properties Inc. Common Stock
INN.PRD,Summit Hotel Properties Inc.
INN.PRE,Summit Hotel Properties Inc.
INSI,Insight Select Income Fund
INSP,Inspire Medical Systems Inc. Common Stock
INSW,International Seaways Inc. Common Stock 
INSW.PRA,International Seaways Inc.
INT,World Fuel Services Corporation Common Stock
INVH,Invitation Homes Inc. Common Stock
IO,Ion Geophysical Corporation Common Stock
IP,International Paper Company Common Stock
IPG,Interpublic Group of Companies Inc. (The) Common Stock
IPI,Intrepid Potash Inc Common Stock
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares
IPOD.U,Social Capital Hedosophia Holdings Corp. IV Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
IPOD.WS,Social Capital Hedosophia Holdings Corp. IV Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
IPOE,Social Capital Hedosophia Holdings Corp. V Class A Ordinary Shares
IPOE.U,Social Capital Hedosophia Holdings Corp. V Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
IPOE.WS,Social Capital Hedosophia Holdings Corp. V Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares
IPOF.U,Social Capital Hedosophia Holdings Corp. VI Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
IPOF.WS,Social Capital Hedosophia Holdings Corp. VI Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
IPV,InterPrivate Acquisition Corp. Common Stock
IPV.U,InterPrivate Acquisition Corp. Units each consisting of one share of common stock $.0001 par value and one-half of one Warrant
IPV.WS,InterPrivate Acquisition Corp. Redeemable Warrants each whole warrant exercisable for shares of common stock at an exercise price of $11.50 per share
IQI,Invesco Quality Municipal Income Trust Common Stock
IQV,IQVIA Holdings Inc. Common Stock
IR,Ingersoll Rand Inc. Common Stock
IRL,New Ireland Fund Inc (The) Common Stock
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT
IRR,Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock
IRT,Independence Realty Trust Inc. Common Stock
ISD,PGIM High Yield Bond Fund Inc.
IT,Gartner Inc. Common Stock
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value)
ITGR,Integer Holdings Corporation Common Stock
ITT,ITT Inc. Common Stock 
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
ITW,Illinois Tool Works Inc. Common Stock
IVAN.U,Ivanhoe Capital Acquisition Corp.
IVC,Invacare Corporation Common Stock
IVH,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock
IVR.PRA,Invesco Mortgage Capital Inc.
IVR.PRB,INVESCO MORTGAGE CAPITAL INC
IVR.PRC,INVESCO MORTGAGE CAPITAL INC
IVZ,Invesco Ltd Common Stock
IX,Orix Corp Ads Common Stock
J,Jacobs Engineering Group Inc. Common Stock
JAX,J. Alexander's Holdings Inc. Common Stock
JBGS,JBG SMITH Properties Common Shares 
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I
JBL,Jabil Inc. Common Stock
JBT,John Bean Technologies Corporation Common Stock
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest
JCI,Johnson Controls International plc Ordinary Share
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest
JDD,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest
JE,Just Energy Group Inc. Ordinary Shares (Canada)
JEF,Jefferies Financial Group Inc. Common Stock
JELD,JELD-WEN Holding Inc. Common Stock
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share
JEQ,Aberdeen Japan Equity Fund Inc.  Common Stock
JFR,Nuveen Floating Rate Income Fund Common Stock
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest
JHAA,Nuveen Corporate Income 2023 Target Term Fund
JHB,Nuveen Corporate Income November 2021 Target Term Fund
JHG,Janus Henderson Group plc Ordinary Shares
JHI,John Hancock Investors Trust Common Stock
JHS,John Hancock Income Securities Trust Common Stock
JHX,James Hardie Industries plc American Depositary Shares (Ireland)
JIH,Juniper Industrial Holdings Inc. Class A Common Stock
JIH.U,Juniper Industrial Holdings Inc. Units each consisting of one share of Class A common stock $0.0001 par value per share and one-half of one warrant
JIH.WS,Juniper Industrial Holdings Inc. Redeemable warrants included as part of the units
JILL,J. Jill Inc. Common Stock
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
JLL,Jones Lang LaSalle Incorporated Common Stock
JLS,Nuveen Mortgage and Income Fund
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares
JMM,Nuveen Multi-Market Income Fund (MA)
JMP,JMP Group LLC Common Shares
JNJ,Johnson & Johnson Common Stock
JNPR,Juniper Networks Inc. Common Stock
JOE,St. Joe Company (The) Common Stock
JOF,Japan Smaller Capitalization Fund Inc Common Stock
JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares
JPC,Nuveen Preferred & Income Opportunities Fund
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest
JPM,JP Morgan Chase & Co. Common Stock
JPM.PRC,J P Morgan Chase & Co
JPM.PRD,J P Morgan Chase & Co
JPM.PRG,J P Morgan Chase & Co
JPM.PRH,J P Morgan Chase & Co
JPM.PRJ,J P Morgan Chase & Co
JPS,Nuveen Preferred & Income Securities Fund
JPT,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest
JT,Jianpu Technology Inc. American depositary shares
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest
JTD,Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest
JW/A,John Wiley & Sons Inc.
JW/B,John Wiley & Sons Inc.
JWN,Nordstrom Inc. Common Stock
JWS,Jaws Acquisition Corp. Class A Ordinary Shares
JWS.U,Jaws Acquisition Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
JWS.WS,Jaws Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
K,Kellogg Company Common Stock
KAI,Kadant Inc Common Stock
KAMN,Kaman Corporation Common Stock
KAR,KAR Auction Services Inc Common Stock
KB,KB Financial Group Inc
KBH,KB Home Common Stock
KBR,KBR Inc. Common Stock
KEN,Kenon Holdings Ltd. Ordinary Shares
KEP,Korea Electric Power Corporation Common Stock
KEX,Kirby Corporation Common Stock
KEY,KeyCorp Common Stock
KEY.PRI,KeyCorp
KEY.PRJ,KeyCorp
KEY.PRK,KeyCorp
KEYS,Keysight Technologies Inc. Common Stock
KF,Korea Fund Inc. (The) New Common Stock
KFS,Kingsway Financial Services Inc. Common Stock (DE)
KFY,Korn Ferry Common Stock
KGC,Kinross Gold Corporation Common Stock
KIM,Kimco Realty Corporation Common Stock
KIM.PRL,Kimco Realty Corporation
KIM.PRM,Kimco Realty Corporation
KIO,KKR Income Opportunities Fund Common Shares
KKR,KKR & Co. Inc. Common Stock
KKR.PRA,KKR & Co. Inc.
KKR.PRB,KKR & Co. Inc.
KKR.PRC,KKR & Co. Inc.
KL,Kirkland Lake Gold Ltd. Common Shares
KMB,Kimberly-Clark Corporation Common Stock
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.
KMI,Kinder Morgan Inc. Common Stock
KMPR,Kemper Corporation
KMT,Kennametal Inc. Common Stock
KMX,CarMax Inc
KN,Knowles Corporation Common Stock
KNL,Knoll Inc. Common Stock
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests
KNX,Knight-Swift Transportation Holdings Inc.
KO,Coca-Cola Company (The) Common Stock
KODK,Eastman Kodak Company Common New
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock
KOS,Kosmos Energy Ltd. Common Shares (DE)
KR,Kroger Company (The) Common Stock
KRA,Kraton Corporation Common Stock
KRC,Kilroy Realty Corporation Common Stock
KREF,KKR Real Estate Finance Trust Inc. Common Stock
KRG,Kite Realty Group Trust Common Stock
KRO,Kronos Worldwide Inc Common Stock
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests
KSM,DWS Strategic Municipal Income Trust
KSS,Kohl's Corporation Common Stock
KSU,Kansas City Southern Common Stock
KSU.PR,Kansas City Southern
KT,KT Corporation Common Stock
KTB,Kontoor Brands Inc. Common Stock 
KTF,DWS Municipal Income Trust
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)
KUKE,Kuke Music Holding Limited
KW,Kennedy-Wilson Holdings Inc. Common Stock
KWAC.U,Kingswood Acquisition Corp. Units each consisting of one share of Class A Common Stock and three-fourths of one redeemable warrant
KWR,Quaker Chemical Corporation Common Stock
KYN,Kayne Anderson Energy Infrastructure Fund Inc.
L,Loews Corporation Common Stock
LAC,Lithium Americas Corp. Common Shares
LAD,Lithia Motors Inc. Common Stock
LADR,Ladder Capital Corp Class A Common Stock
LAIX,LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock
LB,L Brands Inc.
LBRT,Liberty Oilfield Services Inc. Class A Common Stock
LC,LendingClub Corporation Common Stock
LCI,Lannett Co Inc Common Stock
LCII,LCI Industries
LDL,Lydall Inc. Common Stock
LDOS,Leidos Holdings Inc. Common Stock
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.
LEA,Lear Corporation Common Stock
LEAF,Leaf Group Ltd. Common Stock
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares
LEAP.U,Ribbit LEAP Ltd. Units each consisting of one Class A Ordinary Share and one fifth of one Warrant to acquire one Class A Ordinary Share
LEAP.WS,Ribbit LEAP Ltd. Warrants each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50
LEE,Lee Enterprises Incorporated Common Stock
LEG,Leggett & Platt Incorporated Common Stock
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share
LEN,Lennar Corporation Class A Common Stock
LEN.B,Lennar Corporation Class B
LEO,BNY Mellon Strategic Municipals Inc. Common Stock
LEVI,Levi Strauss & Co Class A Common Stock
LFC,China Life Insurance Company Limited American Depositary Shares
LFT,Lument Finance Trust Inc. Common Stock
LGF.A,Lions Gate Entertainment Corporation Class A Voting Shares
LGF.B,Lions Gate Entertainment Corporation Class B Non-Voting Shares
LGI,Lazard Global Total Return and Income Fund Common Stock
LGVW,Longview Acquisition Corp. Class A Common Stock
LGVW.U,Longview Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one warrant
LGVW.WS,Longview Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A common stock each at an exercise price of $11.50 per share
LH,Laboratory Corporation of America Holdings Common Stock
LHC.U,Leo Holdings Corp. II
LHX,L3Harris Technologies Inc. Common Stock
LII,Lennox International Inc. Common Stock
LIN,Linde plc Ordinary Share
LINX,Linx S.A. American Depositary Shares each representing one common share
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares
LL,Lumber Liquidators Holdings Inc Common Stock
LLY,Eli Lilly and Company Common Stock
LMND,Lemonade Inc. Common Stock
LMT,Lockheed Martin Corporation Common Stock
LNC,Lincoln National Corporation Common Stock
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)
LNFA,L&amp;F Acquisition Corp.
LNFA.U,L&amp;F Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
LNFA.WS,L&amp;F Acquisition Corp.
LNN,Lindsay Corporation Common Stock
LOKB.U,Live Oak Acquisition Corp. II Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS
LOW,Lowe's Companies Inc. Common Stock
LPG,Dorian LPG Ltd. Common Stock
LPI,Laredo Petroleum Inc. Common Stock
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES
LPX,Louisiana-Pacific Corporation Common Stock
LRN,Stride Inc. Common Stock
LSI,Life Storage Inc. Common Stock
LSPD,Lightspeed POS Inc. Subordinate Voting Shares
LTC,LTC Properties Inc. Common Stock
LTHM,Livent Corporation Common Stock
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share
LUB,Luby's Inc. Common Stock
LUMN,CenturyLink Inc. d/b/a Lumen Technologies Inc. Common Stock
LUV,Southwest Airlines Company Common Stock
LVS,Las Vegas Sands Corp. Common Stock
LW,Lamb Weston Holdings Inc. Common Stock 
LXP,Lexington Realty Trust Common Stock
LXP.PRC,Lexington Realty Trust
LXU,LSB Industries Inc. Common Stock
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
LYG,Lloyds Banking Group Plc American Depositary Shares
LYV,Live Nation Entertainment Inc. Common Stock
LZB,La-Z-Boy Incorporated Common Stock
M,Macy's Inc Common Stock
MA,Mastercard Incorporated Common Stock
MAA,Mid-America Apartment Communities Inc. Common Stock
MAA.PRI,Mid-America Apartment Communities Inc.
MAC,Macerich Company (The) Common Stock
MAIN,Main Street Capital Corporation Common Stock
MAN,ManpowerGroup Common Stock
MANU,Manchester United Ltd. Class A Ordinary Shares
MAS,Masco Corporation Common Stock
MATX,Matson Inc. Common Stock
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest
MAX,MediaAlpha Inc. Class A Common Stock
MAXR,Maxar Technologies Inc.
MBI,MBIA Inc. Common Stock
MBT,Mobile TeleSystems PJSC
MC,Moelis & Company Class A Common Stock
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock
MCB,Metropolitan Bank Holding Corp. Common Stock
MCD,McDonald's Corporation Common Stock
MCI,Barings Corporate Investors Common Stock
MCK,McKesson Corporation Common Stock
MCN,Madison Covered Call & Equity Strategy Fund Common Stock
MCO,Moody's Corporation Common Stock
MCR,MFS Charter Income Trust Common Stock
MCS,Marcus Corporation (The) Common Stock
MCY,Mercury General Corporation Common Stock
MD,Mednax Inc. Common Stock
MDC,M.D.C. Holdings Inc. Common Stock
MDLA,Medallia Inc. Common Stock
MDLQ,Medley LLC 7.25% Notes due 2024
MDLX,Medley LLC 6.875% Senior Notes due 2026
MDLY,Medley Management Inc. Class A Common Stock
MDP,Meredith Corporation Common Stock
MDT,Medtronic plc. Ordinary Shares
MDU,MDU Resources Group Inc. Common Stock (Holding Company)
MEC,Mayville Engineering Company Inc. Common Stock
MED,MEDIFAST INC Common Stock
MEG,Montrose Environmental Group Inc. Common Stock
MEI,Methode Electronics Inc. Common Stock
MEN,Blackrock MuniEnhanced Fund Inc Common Stock
MER.PRK,Merrill Lynch & Co. Inc.
MET,MetLife Inc. Common Stock
MET.PRA,MetLife Inc.
MET.PRE,MetLife Inc.
MET.PRF,MetLife Inc.
MFA,MFA Financial Inc.
MFA.PRB,MFA Financial Inc.
MFA.PRC,MFA Financial Inc.
MFC,Manulife Financial Corporation Common Stock
MFD,Macquarie First Trust Global Common Stock
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan)
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest
MFM,MFS Municipal Income Trust Common Stock
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest
MFV,MFS Special Value Trust Common Stock
MG,Mistras Group Inc Common Stock
MGA,Magna International Inc. Common Stock
MGF,MFS Government Markets Income Trust Common Stock
MGM,MGM Resorts International Common Stock
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock
MGY,Magnolia Oil & Gas Corporation Class A Common Stock
MH.PRA,Maiden Holdings Ltd.
MH.PRC,Maiden Holdings Ltd.
MH.PRD,Maiden Holdings Ltd.
MHD,Blackrock MuniHoldings Fund Inc. Common Stock
MHE,BlackRock Massachusetts Tax-Exempt Trust
MHF,Western Asset Municipal High Income Fund Inc. Common Stock
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest
MHK,Mohawk Industries Inc. Common Stock
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043
MHO,M/I Homes Inc. Common Stock
MIC,Macquarie Infrastructure Corporation Common Stock
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc. Common Stock
MIN,MFS Intermediate Income Trust Common Stock
MITT,AG Mortgage Investment Trust Inc. Common Stock
MITT.PRA,AG Mortgage Investment Trust Inc.
MITT.PRB,AG Mortgage Investment Trust Inc.
MITT.PRC,AG Mortgage Investment Trust Inc.
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock
MKC,McCormick & Company Incorporated Common Stock
MKC.V,McCormick & Company Incorporated Common Stock
MKL,Markel Corporation Common Stock
MLI,Mueller Industries Inc. Common Stock
MLM,Martin Marietta Materials Inc. Common Stock
MLP,Maui Land & Pineapple Company Inc. Common Stock
MLR,Miller Industries Inc. Common Stock
MMC,Marsh & McLennan Companies Inc. Common Stock
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund
MMI,Marcus & Millichap Inc. Common Stock
MMM,3M Company Common Stock
MMP,Magellan Midstream Partners L.P. Limited Partnership
MMS,Maximus Inc. Common Stock
MMT,MFS Multimarket Income Trust Common Stock
MMU,Western Asset Managed Municipals Fund Inc. Common Stock
MN,Manning & Napier Inc. Class A Common Stock
MNP,Western Asset Municipal Partners Fund Inc. Common Stock
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock
MNR.PRC,Monmouth Real Estate Investment Corporation
MNRL,Brigham Minerals Inc. Class A Common Stock
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares
MO,Altria Group Inc.
MOD,Modine Manufacturing Company Common Stock
MODN,Model N Inc. Common Stock
MOG.A,Moog Inc. Class A Common Stock
MOG.B,Moog Inc. Class B Common Stock
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares)
MOH,Molina Healthcare Inc Common Stock
MOS,Mosaic Company (The) Common Stock
MOTV.U,Motive Capital Corp Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
MOV,Movado Group Inc. Common Stock
MP,MP Materials Corp. Common Stock
MP.WS,MP Materials Corp. Warrants
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock
MPC,Marathon Petroleum Corporation Common Stock
MPLN,MultiPlan Corporation Class A Common Stock
MPLN.WS,MultiPlan Corporation Warrants
MPLX,MPLX LP Common Units Representing Limited Partner Interests
MPV,Barings Participation Investors Common Stock
MPW,Medical Properties Trust Inc. common stock
MPX,Marine Products Corporation Common Stock
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock
MRC,MRC Global Inc. Common Stock
MRK,Merck & Company Inc. Common Stock (new)
MRO,Marathon Oil Corporation Common Stock
MS,Morgan Stanley Common Stock
MS.PRA,Morgan Stanley
MS.PRE,Morgan Stanley
MS.PRF,Morgan Stanley
MS.PRI,Morgan Stanley
MS.PRK,Morgan Stanley
MS.PRL,Morgan Stanley
MSA,MSA Safety Incorporated Common Stock
MSB,Mesabi Trust Common Stock
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares
MSCI,MSCI Inc Common Stock
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock 
MSGN,MSG Networks Inc. Common Stock
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New)
MSI,Motorola Solutions Inc. Common Stock
MSM,MSC Industrial Direct Company Inc. Common Stock
MSP,Datto Holding Corp. Common Stock
MT,Arcelor Mittal NY Registry Shares NEW
MTB,M&T Bank Corporation Common Stock
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023
MTD,Mettler-Toledo International Inc. Common Stock
MTDR,Matador Resources Company Common Stock
MTG,MGIC Investment Corporation Common Stock
MTH,Meritage Homes Corporation Common Stock
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares)
MTL.PR,Mechel PAO
MTN,Vail Resorts Inc. Common Stock
MTOR,Meritor Inc. Common Stock
MTR,Mesa Royalty Trust Common Stock
MTRN,Materion Corporation
MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock
MTW,Manitowoc Company Inc. (The) Common Stock
MTX,Minerals Technologies Inc. Common Stock
MTZ,MasTec Inc. Common Stock
MUA,Blackrock MuniAssets Fund Inc Common Stock
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock
MUH,Blackrock MuniHoldings Fund II Inc. Common Stock
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock
MUR,Murphy Oil Corporation Common Stock
MUS,Blackrock MuniHoldings Quality Fund Inc Common Stock
MUSA,Murphy USA Inc. Common Stock
MUX,McEwen Mining Inc. Common Stock
MVF,Blackrock MuniVest Fund Inc. Common Stock
MVO,MV Oil Trust Units of Beneficial Interests
MVT,Blackrock MuniVest Fund II Inc.  Common Stock
MWA,MUELLER WATER PRODUCTS Common Stock
MX,MagnaChip Semiconductor Corporation Depositary Shares each representing one share of common stock
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock
MXF,Mexico Fund Inc. (The) Common Stock
MXL,MaxLinear Inc. Common Stock
MYC,Blackrock MuniYield California Fund Inc. Common Stock
MYD,Blackrock MuniYield Fund Inc.  Common Stock
MYE,Myers Industries Inc. Common Stock
MYF,Blackrock MuniYield Investment Fund Common Stock
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock
MYOV,Myovant Sciences Ltd. Common Shares
MZA,Blackrock MuniYield Arizona Fund Inc. Common Stock
NAC,Nuveen California Quality Municipal Income Fund
NAD,Nuveen Quality Municipal Income Fund Common Stock
NAN,Nuveen New York Quality Municipal Income Fund Common Stock
NAT,Nordic American Tankers Limited Common Stock
NAV,Navistar International Corporation Common Stock
NAV.PRD,Navistar International Corporation
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest
NBHC,National Bank Holdings Corporation Common Stock
NBR,Nabors Industries Ltd.
NBR.PRA,Nabors Industries Ltd.
NC,NACCO Industries Inc. Common Stock
NCA,Nuveen California Municipal Value Fund Inc. Common Stock
NCB,Nuveen California Municipal Value Fund 2 Common Shares of Beneficial Interest
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares
NCR,NCR Corporation Common Stock
NCV,AllianzGI Convertible & Income Fund
NCV.PRA,AllianzGI Convertible & Income Fund
NCZ,AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest
NCZ.PRA,AllianzGI Convertible & Income Fund II
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest
NDP,Tortoise Energy Independence Fund Inc. Common Stock
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01
NEE,NextEra Energy Inc. Common Stock
NEE.PRK,NextEra Energy Inc.
NEE.PRN,NextEra Energy Inc.
NEE.PRO,NextEra Energy Inc.
NEE.PRP,NextEra Energy Inc.
NEE.PRQ,NextEra Energy Inc.
NEM,Newmont Corporation
NEP,NextEra Energy Partners LP Common Units representing limited partner interests
NET,Cloudflare Inc. Class A Common Stock
NEU,NewMarket Corp Common Stock
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest
NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares
NEWR,New Relic Inc. Common Stock
NEX,NexTier Oilfield Solutions Inc. Common Stock
NEXA,Nexa Resources S.A. Common Shares
NFG,National Fuel Gas Company Common Stock
NFH,New Frontier Health Corporation Ordinary Shares
NFH.WS,New Frontier Health Corporation Warrants
NFJ,AllianzGI Dividend Interest & Premium Strategy Fund
NGA,Northern Genesis Acquisition Corp. Common Stock
NGA.U,Northern Genesis Acquisition Corp. Units each consisting of one share of common stock and one-half of one redeemable warrant
NGA.WS,Northern Genesis Acquisition Corp. Redeemable Warrants each warrant exercisable for shares of common stock at an exercise price of $11.50 per share
NGAB.U,Northern Genesis Acquisition Corp. II
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests
NGL.PRB,NGL ENERGY PARTNERS LP
NGL.PRC,NGL ENERGY PARTNERS LP
NGS,Natural Gas Services Group Inc. Common Stock
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock
NGVT,Ingevity Corporation Common Stock 
NHA,Nuveen Municipal 2021 Target Term Fund Fund
NHF,NexPoint Strategic Opportunities Fund
NHF.PRA,NexPoint Strategic Opportunities Fund
NHI,National Health Investors Inc. Common Stock
NI,NiSource Inc Common Stock
NI.PRB,NiSource Inc
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest
NIE,AllianzGI Equity & Convertible Income Fund
NIM,Nuveen Select Maturities Municipal Fund Common Stock
NINE,Nine Energy Service Inc. Common Stock
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest
NJR,NewJersey Resources Corporation Common Stock
NJV,Nuveen New Jersey Municipal Value Fund Common Shares of Beneficial Interest
NKE,Nike Inc. Common Stock
